,coefficients,feature
0,-3.648596366877415,intercept
1,-0.016759233904078435,charge_level_start
2,-0.022719294795385175,temperature_start_c
3,0.27516673957617793,distance_km
4,-0.009527937601876146,average_speed_kmh
5,0.38984677616334723,average_consumption_kwhkm
6,0.44157803744435004,heated_seats
7,0.11657043062189652,eco_mode
